example_id                                   | status | run_time        |
./spec/regexp-examples_spec.rb[1:1:11:71]    | failed | 0.01011 seconds |
./spec/regexp-examples_spec.rb[1:1:11:72]    | passed | 0.00207 seconds |
./spec/regexp-examples_spec.rb[1:1:11:73]    | passed | 0.00194 seconds |
./spec/regexp-examples_spec.rb[1:1:11:74]    | passed | 0.00198 seconds |
./spec/regexp-examples_spec.rb[1:1:11:75]    | passed | 0.00214 seconds |
./spec/regexp-examples_spec.rb[1:1:11:76]    | passed | 0.0016 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:77]    | passed | 0.00216 seconds |
./spec/regexp-examples_spec.rb[1:1:11:78]    | passed | 0.00194 seconds |
./spec/regexp-examples_spec.rb[1:1:11:79]    | passed | 0.00222 seconds |
./spec/regexp-examples_spec.rb[1:1:11:80]    | passed | 0.00123 seconds |
./spec/regexp-examples_spec.rb[1:1:11:81]    | passed | 0.00218 seconds |
./spec/regexp-examples_spec.rb[1:1:11:82]    | passed | 0.00148 seconds |
./spec/regexp-examples_spec.rb[1:1:11:83]    | passed | 0.00832 seconds |
./spec/regexp-examples_spec.rb[1:1:11:84]    | passed | 0.00146 seconds |
./spec/regexp-examples_spec.rb[1:1:11:85]    | passed | 0.00181 seconds |
./spec/regexp-examples_spec.rb[1:1:11:86]    | passed | 0.00288 seconds |
./spec/regexp-examples_spec.rb[1:1:11:87]    | passed | 0.00201 seconds |
./spec/regexp-examples_spec.rb[1:1:11:88]    | passed | 0.00868 seconds |
./spec/regexp-examples_spec.rb[1:1:11:89]    | passed | 0.00206 seconds |
./spec/regexp-examples_spec.rb[1:1:11:90]    | passed | 0.0027 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:91]    | passed | 0.00187 seconds |
./spec/regexp-examples_spec.rb[1:1:11:92]    | passed | 0.00189 seconds |
./spec/regexp-examples_spec.rb[1:1:11:93]    | passed | 0.00215 seconds |
./spec/regexp-examples_spec.rb[1:1:11:94]    | passed | 0.00287 seconds |
./spec/regexp-examples_spec.rb[1:1:11:95]    | passed | 0.00158 seconds |
./spec/regexp-examples_spec.rb[1:1:11:96]    | passed | 0.00147 seconds |
./spec/regexp-examples_spec.rb[1:1:11:97]    | passed | 0.0015 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:98]    | passed | 0.00133 seconds |
./spec/regexp-examples_spec.rb[1:1:11:99]    | passed | 0.002 seconds   |
./spec/regexp-examples_spec.rb[1:1:11:100]   | passed | 0.00183 seconds |
./spec/regexp-examples_spec.rb[1:1:11:101]   | passed | 0.00198 seconds |
./spec/regexp-examples_spec.rb[1:1:11:102]   | passed | 0.00223 seconds |
./spec/regexp-examples_spec.rb[1:1:11:103]   | passed | 0.00211 seconds |
./spec/regexp-examples_spec.rb[1:1:11:104]   | passed | 0.00196 seconds |
./spec/regexp-examples_spec.rb[1:1:11:105]   | passed | 0.00168 seconds |
./spec/regexp-examples_spec.rb[1:1:11:106]   | passed | 0.00117 seconds |
./spec/regexp-examples_spec.rb[1:1:11:107]   | passed | 0.00274 seconds |
./spec/regexp-examples_spec.rb[1:1:11:108]   | passed | 0.00155 seconds |
./spec/regexp-examples_spec.rb[1:1:11:109]   | passed | 0.00146 seconds |
./spec/regexp-examples_spec.rb[1:1:11:110]   | passed | 0.00148 seconds |
./spec/regexp-examples_spec.rb[1:1:11:111]   | passed | 0.00147 seconds |
./spec/regexp-examples_spec.rb[1:1:11:112]   | passed | 0.00225 seconds |
./spec/regexp-examples_spec.rb[1:1:11:113]   | passed | 0.0017 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:114]   | passed | 0.00148 seconds |
./spec/regexp-examples_spec.rb[1:1:11:115]   | passed | 0.00239 seconds |
./spec/regexp-examples_spec.rb[1:1:11:116]   | passed | 0.0019 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:117]   | passed | 0.00255 seconds |
./spec/regexp-examples_spec.rb[1:1:11:118]   | passed | 0.00224 seconds |
./spec/regexp-examples_spec.rb[1:1:11:119]   | passed | 0.00087 seconds |
./spec/regexp-examples_spec.rb[1:1:11:120]   | passed | 0.00129 seconds |
./spec/regexp-examples_spec.rb[1:1:11:121]   | passed | 0.0013 seconds  |
./spec/regexp-examples_spec.rb[1:1:11:122]   | passed | 0.00124 seconds |
./spec/regexp-examples_spec.rb[1:1:11:123]   | passed | 0.00112 seconds |
./spec/regexp-examples_spec.rb[1:1:11:124]   | passed | 0.00139 seconds |
./spec/regexp-examples_spec.rb[1:1:11:125]   | passed | 0.00085 seconds |
./spec/regexp-examples_spec.rb[1:1:11:126]   | passed | 0.00102 seconds |
./spec/regexp-examples_spec.rb[1:1:11:127]   | passed | 0.00088 seconds |
./spec/regexp-examples_spec.rb[1:1:11:128]   | passed | 0.00082 seconds |
./spec/regexp-examples_spec.rb[1:1:11:129]   | passed | 0.007 seconds   |
./spec/regexp-examples_spec.rb[1:1:11:130]   | passed | 0.00126 seconds |
./spec/regexp-examples_spec.rb[1:1:11:131]   | passed | 0.00081 seconds |
./spec/regexp-examples_spec.rb[1:1:11:132]   | passed | 0.00143 seconds |
./spec/regexp-examples_spec.rb[1:1:11:133]   | passed | 0.00087 seconds |
./spec/regexp-examples_spec.rb[1:1:11:134]   | passed | 0.00085 seconds |
./spec/regexp-examples_spec.rb[1:1:12:1]     | passed | 0.00015 seconds |
./spec/regexp-examples_spec.rb[1:1:12:2]     | passed | 0.00013 seconds |
./spec/regexp-examples_spec.rb[1:1:12:3]     | passed | 0.00016 seconds |
./spec/regexp-examples_spec.rb[1:1:12:4]     | passed | 0.00015 seconds |
./spec/regexp-examples_spec.rb[1:1:12:5]     | passed | 0.00012 seconds |
./spec/regexp-examples_spec.rb[1:1:12:6]     | passed | 0.00016 seconds |
./spec/regexp-examples_spec.rb[1:1:12:7]     | passed | 0.00012 seconds |
./spec/regexp-examples_spec.rb[1:1:12:8]     | passed | 0.00015 seconds |
./spec/regexp-examples_spec.rb[1:1:13:1]     | passed | 0.00015 seconds |
./spec/regexp-examples_spec.rb[1:1:13:2]     | passed | 0.00014 seconds |
./spec/regexp-examples_spec.rb[1:1:13:3]     | passed | 0.0002 seconds  |
./spec/regexp-examples_spec.rb[1:1:13:4]     | passed | 0.00014 seconds |
./spec/regexp-examples_spec.rb[1:1:14:1]     | passed | 0.00017 seconds |
./spec/regexp-examples_spec.rb[1:1:14:2]     | passed | 0.00016 seconds |
./spec/regexp-examples_spec.rb[1:1:14:3]     | passed | 0.00025 seconds |
./spec/regexp-examples_spec.rb[1:1:15:1]     | passed | 0.00013 seconds |
./spec/regexp-examples_spec.rb[1:1:15:2]     | passed | 0.00012 seconds |
./spec/regexp-examples_spec.rb[1:1:15:3]     | passed | 0.00013 seconds |
./spec/regexp-examples_spec.rb[1:1:15:4]     | passed | 0.00013 seconds |
./spec/regexp-examples_spec.rb[1:1:15:5]     | passed | 0.00014 seconds |
./spec/regexp-examples_spec.rb[1:1:15:6]     | passed | 0.00015 seconds |
./spec/regexp-examples_spec.rb[1:1:15:7]     | passed | 0.00014 seconds |
./spec/regexp-examples_spec.rb[1:1:15:8]     | passed | 0.00016 seconds |
./spec/regexp-examples_spec.rb[1:1:15:9]     | passed | 0.00028 seconds |
./spec/regexp-examples_spec.rb[1:1:16:1]     | passed | 0.00018 seconds |
./spec/regexp-examples_spec.rb[1:1:17:1]     | passed | 0.00017 seconds |
./spec/regexp-examples_spec.rb[1:1:17:2]     | passed | 0.00033 seconds |
./spec/regexp-examples_spec.rb[1:1:17:3]     | passed | 0.0002 seconds  |
./spec/regexp-examples_spec.rb[1:1:18:1]     | passed | 0.00133 seconds |
./spec/regexp-examples_spec.rb[1:1:18:2]     | passed | 0.00123 seconds |
./spec/regexp-examples_spec.rb[1:1:18:3]     | passed | 0.00018 seconds |
./spec/regexp-examples_spec.rb[1:1:18:4]     | passed | 0.00098 seconds |
./spec/regexp-examples_spec.rb[1:1:18:5]     | passed | 0.00061 seconds |
./spec/regexp-examples_spec.rb[1:1:18:6]     | passed | 0.00176 seconds |
